85.30,85.05,40.21,14.70,66.31
83.36,84.31,40.90,10.27,72.11
84.00,83.23,43.66,11.96,73.10
85.13,84.54,42.89,12.53,74.68
82.86,82.46,41.06,9.02,76.24
84.27,83.94,39.00,10.16,72.16
82.76,82.16,36.54,10.98,73.66
77.04,75.89,38.67,17.06,69.83
78.49,79.49,36.37,16.10,67.07
80.59,79.52,35.18,15.87,69.51
79.34,79.97,34.88,14.91,68.73
82.14,82.59,39.43,17.71,68.25
83.85,83.62,38.43,15.49,64.93
84.36,84.20,38.70,16.69,64.33
84.05,83.97,37.08,24.44,68.11
83.21,83.44,34.09,25.09,66.56
82.58,81.80,34.06,27.98,70.86
82.41,81.62,34.72,20.10,67.89
82.94,82.75,37.80,21.45,64.33
82.16,81.80,40.64,27.77,68.98
81.90,81.62,40.73,29.07,64.35
81.26,80.83,39.75,36.04,65.90
80.56,80.11,36.90,28.13,67.11
80.27,79.87,39.34,32.29,65.65
80.86,80.50,34.21,27.78,68.17
80.73,80.27,34.96,22.94,65.55
81.13,80.94,35.21,25.65,68.59
83.01,82.09,33.34,18.56,68.34
82.37,82.53,31.58,20.19,65.52
82.59,82.49,32.45,16.01,69.67
84.35,84.22,35.93,19.59,66.17
84.06,84.28,35.41,18.97,69.70
83.99,83.47,36.00,19.45,68.85
84.09,83.69,34.56,17.90,66.36
83.64,83.20,32.71,18.64,69.05
82.71,82.04,28.94,20.93,66.32
82.00,81.11,27.34,25.95,69.59
80.42,80.27,27.28,25.38,66.98
80.74,79.49,25.39,17.76,66.03
80.76,78.78,28.10,28.89,67.61
80.82,78.88,29.84,18.18,70.29
80.82,80.16,33.61,20.32,64.36
80.65,79.43,28.98,5.92,64.92
80.61,79.54,26.68,6.45,64.72
80.30,79.61,25.23,7.35,62.15
81.89,80.58,30.01,8.48,66.53
82.35,82.90,34.87,13.98,63.40
81.83,81.27,37.26,11.64,65.83
80.69,80.63,29.09,8.60,64.09
81.07,80.71,29.82,10.28,67.37
81.42,80.06,28.94,13.02,69.54
77.54,75.99,28.32,14.63,67.22
72.75,65.57,29.27,18.65,68.69
67.69,54.35,34.18,22.85,66.52
68.38,55.37,29.30,26.02,67.20
68.39,54.26,27.67,21.65,67.03
66.94,53.89,26.16,22.15,66.20
69.62,55.46,28.13,20.83,67.53
64.36,49.07,29.91,27.60,63.83
66.86,52.72,28.58,22.18,65.85
63.93,48.46,28.74,18.07,63.48
65.25,47.87,30.20,14.71,64.49
65.42,49.55,29.87,24.20,64.49
61.45,46.44,31.18,27.47,60.56
64.16,47.77,31.11,35.08,62.95
59.96,47.08,28.45,36.06,58.49
61.31,44.65,28.56,35.64,59.84
61.05,41.82,24.03,35.40,60.24
65.23,41.59,29.41,31.61,64.53
71.70,46.70,28.58,28.39,71.46
69.85,41.18,31.70,28.66,69.69
71.12,41.57,27.12,17.17,70.90
71.41,40.25,28.81,18.24,71.16
69.44,40.88,25.06,19.12,69.32
70.76,39.35,25.58,28.28,70.63
68.20,35.28,27.44,33.17,68.18
68.74,35.68,24.85,36.79,68.62
67.37,32.79,24.93,35.72,67.43
67.92,30.98,24.76,35.17,67.77
67.31,38.04,22.11,34.24,67.40
67.19,36.47,24.21,32.77,67.15
66.97,35.46,24.26,30.71,66.63
68.07,33.30,23.58,31.28,67.82
67.01,29.34,21.71,33.07,66.90
66.56,31.24,24.36,35.57,66.46
66.76,30.68,24.22,38.48,66.52
65.45,27.76,26.35,37.28,65.41
67.18,21.19,28.98,32.57,67.16
68.41,17.55,34.18,33.35,68.28
70.60,13.85,34.21,19.85,70.58
70.09,12.57,30.96,25.80,69.99
70.14,13.58,27.30,20.03,70.18
70.15,17.51,28.89,20.81,70.14
67.83,12.92,29.02,23.27,67.81
69.31,16.43,28.17,27.00,69.19
67.69,15.01,25.62,25.65,67.73
66.98,17.39,33.63,20.25,66.91
65.35,21.73,35.85,20.60,65.17
67.12,25.24,32.85,19.90,67.08
61.25,27.65,27.90,18.55,61.32
60.31,26.48,28.53,19.86,60.16
60.42,31.34,29.32,15.50,60.06
63.02,31.39,33.10,18.88,62.83
61.54,33.54,34.11,18.60,61.19
61.16,27.74,37.23,28.10,60.79
59.87,28.60,33.99,32.90,59.49
59.29,31.25,37.46,38.61,58.57
59.21,26.78,43.34,37.86,57.83
58.31,21.84,41.25,34.02,57.38
56.17,22.28,43.24,41.54,55.33
54.18,22.24,39.88,41.33,53.41
54.78,21.66,40.94,39.54,52.90
53.44,22.66,39.11,39.68,51.51
54.28,16.89,38.02,38.49,53.65
55.64,9.98,30.80,29.96,55.22
62.74,5.80,30.09,22.02,62.72
77.94,6.69,39.11,27.62,77.98
77.25,6.76,26.28,17.07,77.28
76.65,6.27,25.06,9.66,76.65
75.25,9.51,26.00,9.18,75.23
78.28,11.97,26.22,17.07,78.27
75.42,12.17,28.13,17.18,75.46
80.05,13.67,25.47,17.23,80.05
76.48,14.29,33.20,19.00,76.52
78.61,17.69,25.54,19.94,78.63
76.55,26.57,30.42,16.60,76.51
77.15,21.28,36.16,24.31,77.08
74.03,17.03,27.68,23.90,74.02
73.99,15.93,36.29,23.94,73.98
70.39,16.26,38.18,25.77,70.43
72.32,16.84,30.55,23.80,72.39
71.77,18.09,38.01,22.81,71.74
73.48,19.18,37.70,20.21,73.41
75.36,15.60,32.92,21.30,75.30
74.79,16.79,34.40,23.65,74.75
76.91,19.26,35.93,27.59,76.94
76.07,19.37,32.09,21.72,76.06
75.76,24.06,36.10,20.27,75.70
75.03,26.11,36.64,20.92,74.98
72.26,24.87,33.94,14.60,72.20
72.89,24.41,38.69,19.04,72.87
71.19,23.70,37.81,21.88,71.22
75.25,21.90,35.15,15.34,75.26
72.85,23.50,38.21,17.12,72.93
78.78,26.91,37.14,24.45,78.73
75.12,27.69,34.63,18.47,75.03
78.24,30.19,34.75,23.54,78.16
75.21,32.89,37.78,20.98,75.18
76.45,33.00,35.60,22.19,76.30
74.16,34.61,36.18,26.97,74.20
74.16,35.42,33.59,30.78,74.08
71.19,43.22,33.59,31.28,71.26
72.86,53.01,40.00,24.09,72.74
73.69,66.89,43.73,30.58,75.22
82.46,75.80,45.06,33.24,80.11
81.99,74.71,46.03,29.81,80.18
83.08,78.26,42.93,32.09,77.77
82.53,80.36,40.09,31.23,76.98
82.80,81.45,37.08,30.44,73.50
84.45,83.96,36.83,28.19,75.28
82.56,81.54,34.88,16.92,71.46
82.29,82.57,37.76,2.43,74.83
81.15,79.91,39.40,0.67,67.69
82.86,81.98,37.16,2.24,71.74
83.73,82.28,37.36,1.47,70.60
84.59,83.37,35.77,0.72,75.90
83.47,82.57,37.69,0.30,72.24
84.06,82.59,39.28,0.95,74.76
83.73,81.38,38.60,3.09,73.20
82.98,81.14,42.47,2.40,74.81
82.19,81.36,41.22,5.44,71.64
81.69,80.01,37.06,6.08,71.12
77.86,75.39,38.35,16.19,69.91
71.90,64.87,38.12,21.29,69.78
74.27,69.48,28.04,10.88,70.66
75.09,72.73,20.42,23.21,70.61
76.40,72.87,24.55,29.14,72.60
75.34,73.69,26.12,34.98,70.82
76.04,72.80,25.70,30.55,73.66
75.99,73.97,24.94,30.36,72.53
76.52,73.41,24.38,21.76,71.73
75.14,73.14,26.38,25.48,70.95
75.01,72.41,30.63,22.11,70.10
74.14,72.42,28.16,20.03,69.16
82.03,80.72,27.09,13.34,72.33
81.67,80.91,28.74,19.62,69.78
81.29,80.70,32.30,19.62,70.18
82.21,81.67,36.11,19.86,72.75
83.87,82.55,36.40,19.61,73.28
82.25,81.50,34.42,15.95,69.77
81.48,80.96,33.50,13.29,70.25
80.63,80.13,33.48,16.83,70.31
81.16,80.40,33.71,25.16,70.10
82.84,82.02,35.02,23.54,70.21
82.63,81.19,35.53,20.06,67.85
82.58,82.25,35.40,21.88,70.12
83.49,82.88,34.21,18.49,69.04
84.41,84.24,34.15,12.16,69.82
84.28,84.20,37.49,11.43,67.92
83.98,83.84,37.16,13.03,67.12
83.38,82.44,36.70,15.88,70.35
81.34,80.14,38.13,22.12,68.99
81.66,81.29,40.32,25.93,69.98
81.36,80.94,39.09,23.72,69.66
80.87,79.73,41.11,22.57,69.56
81.96,80.92,40.22,23.01,67.35
83.21,82.59,38.60,21.92,67.57
81.82,81.17,38.66,20.96,68.71
80.91,79.99,36.43,19.75,67.68
82.21,82.08,38.02,20.25,70.12
82.23,82.06,39.41,17.73,67.62
82.53,82.04,40.08,15.82,66.47
83.70,83.57,37.36,19.87,66.19
83.83,83.83,36.09,22.89,66.35
83.00,82.66,33.16,23.96,62.98
83.09,83.00,28.03,26.26,60.34
78.83,78.51,29.72,27.66,58.40
74.03,73.33,25.92,23.22,60.32
72.91,71.33,21.70,27.26,63.35
73.27,71.67,26.32,26.03,66.55
74.94,72.46,27.86,28.83,69.94
75.76,72.95,30.42,31.11,72.13
76.31,73.54,29.08,26.03,72.43
74.54,72.15,26.50,22.79,70.83
74.84,72.82,24.60,24.23,70.62
76.97,74.32,29.07,26.13,73.90
75.13,71.51,30.06,36.07,71.42
74.96,73.65,25.95,30.91,69.27
74.26,72.47,23.46,31.66,68.41
74.21,71.97,24.28,38.19,69.07
72.84,69.00,27.50,39.81,70.39
73.25,69.64,30.11,33.55,68.48
76.51,73.99,27.95,32.98,68.16
83.55,83.36,30.69,33.43,67.51
82.59,82.44,33.24,20.53,67.87
79.94,80.09,34.02,18.53,65.72
79.44,78.98,34.79,23.11,66.51
79.42,79.01,35.19,16.13,65.41
78.84,78.64,35.97,15.89,64.70
80.35,78.80,36.98,24.93,68.52
79.75,77.87,35.35,29.38,69.90
80.23,78.87,36.63,31.81,68.66
79.92,78.81,36.14,21.82,69.74
78.54,76.35,36.33,22.38,70.34
73.33,69.35,30.96,22.91,70.28
73.00,65.27,32.15,28.82,70.33
72.98,62.49,28.72,18.93,70.64
71.84,62.84,30.00,21.27,68.90
72.87,66.00,33.03,30.29,69.29
73.49,68.68,35.93,35.09,67.88
72.48,67.62,31.58,31.84,67.46
73.16,72.02,30.87,31.65,67.54
73.15,71.67,26.79,25.45,65.69
72.84,72.18,29.31,29.14,64.52
73.23,72.90,30.62,29.39,60.80
73.49,73.51,29.87,38.86,61.65
73.05,72.52,28.92,36.23,60.35
72.46,72.21,30.19,37.77,61.32
74.17,73.99,29.62,41.87,60.57
73.49,73.03,32.35,34.68,56.52
71.66,71.04,29.71,21.82,53.91
68.55,67.81,28.54,29.10,56.64
76.08,75.57,29.22,28.65,56.54
77.18,76.99,29.56,26.72,54.85
77.21,77.08,31.38,22.99,49.67
76.97,76.66,30.81,12.71,53.68
77.51,76.08,31.14,3.71,61.45
78.88,75.39,32.09,4.46,74.78
81.45,74.77,32.38,5.35,77.29
80.17,76.72,30.31,8.19,76.72
82.16,78.17,32.79,8.74,77.68
81.64,79.27,32.19,4.17,77.39
81.25,78.97,32.31,5.21,76.25
82.19,79.56,35.12,6.78,76.19
78.68,77.90,34.64,6.41,75.04
80.83,78.44,36.16,2.68,75.90
81.51,77.67,33.40,1.21,74.67
80.02,77.65,37.72,4.94,74.51
81.38,76.02,38.62,8.92,76.38
80.15,77.24,35.21,6.66,77.73
80.64,78.92,34.95,6.31,76.19
82.09,80.43,34.14,6.60,75.15
80.16,78.90,34.16,3.19,75.14
82.76,81.12,33.70,9.39,75.55
81.47,80.43,32.66,7.20,73.62
79.03,79.69,34.06,4.07,72.31
79.89,78.42,33.05,10.79,71.27
79.58,79.02,34.83,12.10,70.57
78.22,77.22,35.09,10.91,71.11
79.77,77.18,34.10,7.26,72.26
76.27,76.49,34.44,10.75,70.19
78.19,79.01,33.31,3.17,70.14
80.63,80.38,33.03,5.79,72.17
82.10,81.31,29.14,6.02,71.67
80.22,80.02,29.39,3.16,71.09
79.47,79.76,27.86,0.39,72.20
80.36,79.34,26.71,0.71,74.36
78.42,73.70,26.97,8.38,76.55
76.57,70.65,27.96,6.27,76.23
76.97,67.77,28.97,10.32,76.66
79.01,66.74,31.13,20.72,78.18
78.66,57.67,38.03,22.13,77.86
77.34,49.83,40.73,22.37,77.20
75.33,50.87,37.49,19.85,75.01
74.39,51.22,30.86,23.49,74.21
76.28,49.36,25.43,17.03,76.05
78.59,49.76,24.87,24.77,78.55
77.15,44.55,25.60,30.40,76.99
75.48,41.64,26.51,27.53,75.54
75.35,43.82,29.83,31.03,75.31
74.25,43.67,30.80,30.06,74.29
73.03,46.67,29.62,32.90,73.07
70.70,43.47,28.85,33.42,71.19
72.13,44.63,33.08,32.47,71.80
69.63,45.64,35.63,35.09,69.45
69.79,45.26,32.95,34.36,69.75
69.30,39.96,35.24,36.90,69.19
67.24,38.73,36.32,36.91,66.92
66.39,40.23,32.45,35.74,65.98
63.74,36.80,37.80,37.13,63.80
66.43,33.31,33.84,35.91,66.30
66.57,36.16,30.13,33.02,66.18
66.46,34.79,36.69,35.05,66.20
68.31,36.76,36.02,32.51,68.29
69.80,34.79,35.69,25.62,69.72
68.73,34.70,33.85,36.14,68.51
69.34,34.48,35.58,36.36,69.17
66.69,30.75,35.56,37.24,66.64
65.87,33.78,36.78,37.57,65.45
65.03,32.84,36.09,37.96,65.19
62.45,29.63,34.89,38.13,62.27
63.05,27.61,37.38,37.57,62.82
65.06,29.72,28.06,30.81,64.98
69.19,31.72,31.91,25.73,69.05
68.66,34.10,34.97,20.05,68.50
66.14,24.58,28.28,17.38,66.21
66.95,23.89,28.67,25.64,66.82
68.70,22.45,30.50,31.14,68.69
69.18,22.50,31.90,35.92,69.26
67.24,19.61,32.17,37.21,67.32
66.82,22.44,31.63,36.08,66.77
65.62,21.33,36.16,34.22,65.47
64.89,26.68,38.70,35.50,64.92
67.32,26.57,36.30,31.57,67.31
67.35,21.40,32.36,31.25,67.25
67.58,20.26,34.93,35.02,67.41
67.89,23.49,33.91,37.97,67.67
67.70,17.78,33.68,40.15,67.75
67.38,18.69,33.90,40.51,67.09
65.59,18.06,32.22,41.88,65.41
65.80,14.98,27.51,38.69,65.71
67.32,17.40,30.40,32.73,67.31
70.53,16.89,26.76,26.06,70.49
72.29,18.79,24.70,20.60,72.26
73.24,15.54,29.90,23.52,73.22
72.13,16.90,27.34,28.22,72.09
72.68,17.54,30.74,30.00,72.69
72.54,17.78,33.31,33.88,72.49
71.42,24.07,32.03,37.34,71.39
71.50,24.45,32.20,37.64,71.40
70.77,17.15,32.26,39.38,70.74
69.33,24.42,36.65,40.07,69.55
67.37,24.74,35.97,40.58,67.06
62.68,25.05,34.58,36.60,62.25
59.10,20.84,36.81,36.56,58.35
61.38,18.98,39.63,37.75,61.09
60.45,17.59,42.65,39.12,60.41
62.30,17.86,41.67,36.74,61.69
62.08,19.42,41.30,36.17,61.75
59.90,18.81,41.17,34.52,59.61
62.28,22.99,39.60,32.86,61.78
67.85,24.25,33.32,24.21,67.71
68.55,22.40,31.73,34.44,68.43
69.07,17.74,28.65,33.31,68.99
69.19,19.61,27.58,36.84,69.07
70.20,23.50,27.98,39.62,70.16
68.96,27.44,30.44,43.90,68.68
68.73,36.85,33.81,44.64,68.83
70.30,49.48,35.51,37.15,70.01
71.84,59.50,39.66,38.30,70.52
76.37,71.58,38.55,30.74,71.31
75.75,74.20,37.80,25.10,70.66
80.31,79.00,46.57,29.34,69.15
81.15,79.64,49.08,32.30,70.62
81.82,80.94,49.82,32.67,71.09
82.25,81.73,43.30,27.02,67.75
81.35,81.16,36.73,21.47,65.97
81.61,81.42,35.91,14.63,67.31
81.32,80.97,37.72,17.36,67.58
84.61,84.60,34.68,16.93,68.86
84.00,83.88,38.89,22.17,67.25
82.73,82.08,35.27,26.61,70.09
81.46,81.56,37.84,30.98,69.67
82.58,81.81,37.50,30.70,69.92
82.29,81.94,38.02,31.89,70.83
83.14,82.28,41.11,33.20,68.85
83.32,83.53,37.46,30.20,67.00
83.13,82.77,40.10,32.34,62.68
80.06,80.05,43.15,27.57,63.70
79.49,79.21,47.23,25.07,62.56
81.63,81.02,43.76,23.23,63.65
83.85,84.02,40.12,33.56,60.76
84.56,84.51,40.44,36.06,59.96
84.61,84.37,39.02,36.92,56.44
82.75,82.73,43.57,38.74,53.82
81.15,81.15,41.70,39.13,53.25
83.06,83.03,43.29,38.12,52.59
83.61,83.63,42.13,37.97,50.63
82.52,82.62,41.24,36.29,49.70
82.48,82.38,42.41,40.27,48.23
80.96,80.86,41.75,35.87,48.53
77.18,77.43,42.88,37.20,50.90
80.87,80.82,41.87,33.66,45.45
78.77,78.69,41.96,36.03,43.35
78.87,78.91,41.61,35.10,46.95
74.66,74.70,39.55,34.20,50.71
75.42,75.46,42.93,36.01,58.86
74.99,74.89,38.90,26.72,57.42
79.88,79.35,37.01,24.67,67.01
83.08,82.58,38.08,17.21,73.97
82.11,81.01,35.35,23.67,75.42
84.35,82.72,35.68,23.33,74.24
83.93,83.14,38.56,24.31,72.02
83.84,83.51,39.61,24.69,73.86
83.91,83.63,40.87,27.65,72.80
84.06,84.15,38.09,24.69,74.20
83.93,84.06,37.01,17.05,75.56
84.18,83.97,37.76,17.45,75.95
84.94,84.82,38.46,13.36,76.59
84.15,82.51,39.41,18.13,76.38
83.80,83.87,37.52,19.55,78.13
83.95,83.24,36.91,15.20,75.53
85.51,84.62,37.79,12.95,76.26
83.68,83.38,38.39,25.37,75.07
83.74,83.01,40.39,27.20,72.91
83.19,82.61,41.87,26.59,71.99
84.17,83.83,42.05,23.56,75.55
84.41,84.45,39.13,18.96,75.07
85.70,85.89,39.47,20.34,75.57
86.10,85.67,41.71,13.85,76.07
85.97,85.30,39.82,13.67,77.30
84.23,84.11,37.63,15.65,76.68
84.76,84.03,37.41,13.52,75.52
84.26,83.34,36.97,16.81,75.01
